"YEAR","State","District","ANNUAL.RAINFALL_MM"
2006,"ORISSA","BALASORE",1773.8
2007,"ORISSA","BALASORE",2228.3
2008,"ORISSA","BALASORE",1701
2009,"ORISSA","BALASORE",1462.4
2010,"ORISSA","BALASORE",1264.5
2011,"ORISSA","BALASORE",1487.5
2012,"ORISSA","BALASORE",1129.6
2013,"ORISSA","BALASORE",2189.9
2014,"ORISSA","BALASORE",1803
2015,"ORISSA","BALASORE",1260.6
2000,"ORISSA","BOLANGIR",813.5
2001,"ORISSA","BOLANGIR",1604.4
2002,"ORISSA","BOLANGIR",831
2003,"ORISSA","BOLANGIR",1669.8
2004,"ORISSA","BOLANGIR",1121.6
2005,"ORISSA","BOLANGIR",1146.7
2006,"ORISSA","BOLANGIR",1718.7
2007,"ORISSA","BOLANGIR",1245.2
2008,"ORISSA","BOLANGIR",1641
2009,"ORISSA","BOLANGIR",1612.7
2010,"ORISSA","BOLANGIR",1114.5
2011,"ORISSA","BOLANGIR",1144.7
2012,"ORISSA","BOLANGIR",1129.9
2013,"ORISSA","BOLANGIR",1307.3
2014,"ORISSA","BOLANGIR",1227
2015,"ORISSA","BOLANGIR",941.3
2000,"ORISSA","CUTTACK",980.2
2001,"ORISSA","CUTTACK",1892.5
2002,"ORISSA","CUTTACK",1043.2
2003,"ORISSA","CUTTACK",1776.9
2004,"ORISSA","CUTTACK",1398.9
2005,"ORISSA","CUTTACK",2011.2
2006,"ORISSA","CUTTACK",1927.4
2007,"ORISSA","CUTTACK",1911
2008,"ORISSA","CUTTACK",1853
2009,"ORISSA","CUTTACK",1841
2010,"ORISSA","CUTTACK",1390.5
2011,"ORISSA","CUTTACK",1502
2012,"ORISSA","CUTTACK",1803.8
2013,"ORISSA","CUTTACK",1658.6
2014,"ORISSA","CUTTACK",1691.7
2015,"ORISSA","CUTTACK",1133.7
2000,"ORISSA","DHENKANAL",1011.4
2001,"ORISSA","DHENKANAL",1626.4
2002,"ORISSA","DHENKANAL",1020.5
2003,"ORISSA","DHENKANAL",1591.6
2004,"ORISSA","DHENKANAL",1046.4
2005,"ORISSA","DHENKANAL",1741.2
2006,"ORISSA","DHENKANAL",1384.6
2007,"ORISSA","DHENKANAL",1290
2008,"ORISSA","DHENKANAL",1428.7
2009,"ORISSA","DHENKANAL",1466.7
2010,"ORISSA","DHENKANAL",1127.6
2011,"ORISSA","DHENKANAL",1489.3
2012,"ORISSA","DHENKANAL",1524.5
2013,"ORISSA","DHENKANAL",1620
2014,"ORISSA","DHENKANAL",1388.8
2015,"ORISSA","DHENKANAL",1097.4
2000,"ORISSA","GANJAM",990.2
2001,"ORISSA","GANJAM",1376.7
2002,"ORISSA","GANJAM",952.2
2003,"ORISSA","GANJAM",1396.5
2004,"ORISSA","GANJAM",979.4
2005,"ORISSA","GANJAM",1359.1
2006,"ORISSA","GANJAM",1482.6
2007,"ORISSA","GANJAM",1284.6
2008,"ORISSA","GANJAM",1161.9
2009,"ORISSA","GANJAM",1174.3
2010,"ORISSA","GANJAM",1476.8
2011,"ORISSA","GANJAM",913.8
2012,"ORISSA","GANJAM",1295.9
2013,"ORISSA","GANJAM",1821.3
2014,"ORISSA","GANJAM",1333.2
2015,"ORISSA","GANJAM",1016.1
2000,"ORISSA","KALAHANDI",1291.8
2001,"ORISSA","KALAHANDI",2366.1
2002,"ORISSA","KALAHANDI",881.3
2003,"ORISSA","KALAHANDI",2133.3
2004,"ORISSA","KALAHANDI",1743.5
2005,"ORISSA","KALAHANDI",1398.1
2006,"ORISSA","KALAHANDI",2244.3
2007,"ORISSA","KALAHANDI",1752.3
2008,"ORISSA","KALAHANDI",1885.4
2009,"ORISSA","KALAHANDI",1518.1
2010,"ORISSA","KALAHANDI",1541.2
2011,"ORISSA","KALAHANDI",1174
2012,"ORISSA","KALAHANDI",1294.6
2013,"ORISSA","KALAHANDI",1577.7
2014,"ORISSA","KALAHANDI",1539.3
2015,"ORISSA","KALAHANDI",1181.1
2000,"ORISSA","KEONJHAR",1161.3
2001,"ORISSA","KEONJHAR",1389.9
2002,"ORISSA","KEONJHAR",951.9
2003,"ORISSA","KEONJHAR",1385.3
2004,"ORISSA","KEONJHAR",1093.3
2005,"ORISSA","KEONJHAR",1618.6
2006,"ORISSA","KEONJHAR",1551.2
2007,"ORISSA","KEONJHAR",1920.4
2008,"ORISSA","KEONJHAR",1647.8
2009,"ORISSA","KEONJHAR",1321.7
2010,"ORISSA","KEONJHAR",1213.4
2011,"ORISSA","KEONJHAR",1909.7
2012,"ORISSA","KEONJHAR",1377.7
2013,"ORISSA","KEONJHAR",1694.9
2014,"ORISSA","KEONJHAR",1336.3
2015,"ORISSA","KEONJHAR",1049
2000,"ORISSA","KORAPUT",1359.4
2001,"ORISSA","KORAPUT",1630.1
2002,"ORISSA","KORAPUT",1012.5
2003,"ORISSA","KORAPUT",1426.9
2004,"ORISSA","KORAPUT",1401.8
2005,"ORISSA","KORAPUT",1345
2006,"ORISSA","KORAPUT",1952.4
2007,"ORISSA","KORAPUT",2351.1
2008,"ORISSA","KORAPUT",1298.8
2009,"ORISSA","KORAPUT",1263.7
2010,"ORISSA","KORAPUT",1533.3
2011,"ORISSA","KORAPUT",1197.9
2012,"ORISSA","KORAPUT",1565.3
2013,"ORISSA","KORAPUT",1640.6
2014,"ORISSA","KORAPUT",1805.6
2015,"ORISSA","KORAPUT",1536.1
2000,"ORISSA","MAYURBHANJA",1287.6
2001,"ORISSA","MAYURBHANJA",1720.3
2002,"ORISSA","MAYURBHANJA",1154
2003,"ORISSA","MAYURBHANJA",1413.4
2004,"ORISSA","MAYURBHANJA",1294.2
2005,"ORISSA","MAYURBHANJA",1670.5
2006,"ORISSA","MAYURBHANJA",1821.3
2007,"ORISSA","MAYURBHANJA",2026.4
2008,"ORISSA","MAYURBHANJA",1763
2009,"ORISSA","MAYURBHANJA",1405
2010,"ORISSA","MAYURBHANJA",995.6
2011,"ORISSA","MAYURBHANJA",1669.4
2012,"ORISSA","MAYURBHANJA",1352.3
2013,"ORISSA","MAYURBHANJA",2273.9
2014,"ORISSA","MAYURBHANJA",1661.4
2015,"ORISSA","MAYURBHANJA",1342.4
2000,"ORISSA","PHULBANI ( KANDHAMAL )",1279
2001,"ORISSA","PHULBANI ( KANDHAMAL )",1965.5
2002,"ORISSA","PHULBANI ( KANDHAMAL )",1285.6
2003,"ORISSA","PHULBANI ( KANDHAMAL )",2124.2
2004,"ORISSA","PHULBANI ( KANDHAMAL )",1545.2
2005,"ORISSA","PHULBANI ( KANDHAMAL )",1948.5
2006,"ORISSA","PHULBANI ( KANDHAMAL )",2369.8
2007,"ORISSA","PHULBANI ( KANDHAMAL )",1810
2008,"ORISSA","PHULBANI ( KANDHAMAL )",1686.2
2009,"ORISSA","PHULBANI ( KANDHAMAL )",1661.1
2010,"ORISSA","PHULBANI ( KANDHAMAL )",1533.3
2011,"ORISSA","PHULBANI ( KANDHAMAL )",1340.8
2012,"ORISSA","PHULBANI ( KANDHAMAL )",1597.8
2013,"ORISSA","PHULBANI ( KANDHAMAL )",1564.6
2014,"ORISSA","PHULBANI ( KANDHAMAL )",1512.6
2015,"ORISSA","PHULBANI ( KANDHAMAL )",933.8
2000,"ORISSA","PURI",939.4
2001,"ORISSA","PURI",1710.9
2002,"ORISSA","PURI",1056.9
2003,"ORISSA","PURI",1466
2004,"ORISSA","PURI",1044
2005,"ORISSA","PURI",1527.5
2006,"ORISSA","PURI",1932.7
2007,"ORISSA","PURI",1453.7
2008,"ORISSA","PURI",1419.5
2009,"ORISSA","PURI",1507.1
2010,"ORISSA","PURI",1513.1
2011,"ORISSA","PURI",1051.8
2012,"ORISSA","PURI",1275.1
2013,"ORISSA","PURI",1540.6
2014,"ORISSA","PURI",1476.6
2015,"ORISSA","PURI",1057.2
2000,"ORISSA","SAMBALPUR",821.3
2001,"ORISSA","SAMBALPUR",1802.7
2002,"ORISSA","SAMBALPUR",1034.5
2003,"ORISSA","SAMBALPUR",1680.8
2004,"ORISSA","SAMBALPUR",1317.5
2005,"ORISSA","SAMBALPUR",1698
2006,"ORISSA","SAMBALPUR",1790.7
2007,"ORISSA","SAMBALPUR",1581.1
2008,"ORISSA","SAMBALPUR",1879
2009,"ORISSA","SAMBALPUR",1177.5
2010,"ORISSA","SAMBALPUR",978.4
2011,"ORISSA","SAMBALPUR",1639.3
2012,"ORISSA","SAMBALPUR",1964.7
2013,"ORISSA","SAMBALPUR",1410.7
2014,"ORISSA","SAMBALPUR",1564.6
2015,"ORISSA","SAMBALPUR",1272.4
2000,"ORISSA","SUNDARGARH",977.2
2001,"ORISSA","SUNDARGARH",1720
2002,"ORISSA","SUNDARGARH",1039.8
2003,"ORISSA","SUNDARGARH",1327.8
2004,"ORISSA","SUNDARGARH",1147.3
2005,"ORISSA","SUNDARGARH",1242
2006,"ORISSA","SUNDARGARH",1213.8
2007,"ORISSA","SUNDARGARH",1651.8
2008,"ORISSA","SUNDARGARH",1496.2
2009,"ORISSA","SUNDARGARH",1126.9
2010,"ORISSA","SUNDARGARH",945.6
2011,"ORISSA","SUNDARGARH",1580.7
2012,"ORISSA","SUNDARGARH",1518.2
2013,"ORISSA","SUNDARGARH",1504.2
2014,"ORISSA","SUNDARGARH",1245.1
2015,"ORISSA","SUNDARGARH",1250.2
2000,"WEST BENGAL","24 PARGANAS",1583.5
2001,"WEST BENGAL","24 PARGANAS",1587
2002,"WEST BENGAL","24 PARGANAS",1452
2003,"WEST BENGAL","24 PARGANAS",1519.5
2004,"WEST BENGAL","24 PARGANAS",1499.5
2005,"WEST BENGAL","24 PARGANAS",1691
2006,"WEST BENGAL","24 PARGANAS",1604
2007,"WEST BENGAL","24 PARGANAS",2001
2008,"WEST BENGAL","24 PARGANAS",1553.7
2009,"WEST BENGAL","24 PARGANAS",1374.7
2010,"WEST BENGAL","24 PARGANAS",1282
2011,"WEST BENGAL","24 PARGANAS",1840.4
2012,"WEST BENGAL","24 PARGANAS",1358.2
2013,"WEST BENGAL","24 PARGANAS",2064
2014,"WEST BENGAL","24 PARGANAS",1424.6
2015,"WEST BENGAL","24 PARGANAS",1726.4
2000,"WEST BENGAL","NADIA",1635
2001,"WEST BENGAL","NADIA",1424
2002,"WEST BENGAL","NADIA",1375
2003,"WEST BENGAL","NADIA",1160
2004,"WEST BENGAL","NADIA",1206
2005,"WEST BENGAL","NADIA",1166
2006,"WEST BENGAL","NADIA",1143
2007,"WEST BENGAL","NADIA",1692.9
2008,"WEST BENGAL","NADIA",1480.2
2009,"WEST BENGAL","NADIA",1496.5
2010,"WEST BENGAL","NADIA",846.2
2011,"WEST BENGAL","NADIA",1413.4
2012,"WEST BENGAL","NADIA",862
2013,"WEST BENGAL","NADIA",1287.8
2014,"WEST BENGAL","NADIA",1096.8
2015,"WEST BENGAL","NADIA",1408.1
2000,"WEST BENGAL","MURSHIDABAD",1753
2001,"WEST BENGAL","MURSHIDABAD",1362
2002,"WEST BENGAL","MURSHIDABAD",1487
2003,"WEST BENGAL","MURSHIDABAD",1248
2004,"WEST BENGAL","MURSHIDABAD",1461
2005,"WEST BENGAL","MURSHIDABAD",1135
2006,"WEST BENGAL","MURSHIDABAD",1372
2007,"WEST BENGAL","MURSHIDABAD",1726.6
2008,"WEST BENGAL","MURSHIDABAD",1173.8
2009,"WEST BENGAL","MURSHIDABAD",1351.3
2010,"WEST BENGAL","MURSHIDABAD",940.7
2011,"WEST BENGAL","MURSHIDABAD",1741.3
2012,"WEST BENGAL","MURSHIDABAD",979.5
2013,"WEST BENGAL","MURSHIDABAD",1228.2
2014,"WEST BENGAL","MURSHIDABAD",1175.6
2015,"WEST BENGAL","MURSHIDABAD",1673.5
2000,"WEST BENGAL","BURDWAN",1839
2001,"WEST BENGAL","BURDWAN",1277
2002,"WEST BENGAL","BURDWAN",1516
2003,"WEST BENGAL","BURDWAN",1164
2004,"WEST BENGAL","BURDWAN",1177
2005,"WEST BENGAL","BURDWAN",1183
2006,"WEST BENGAL","BURDWAN",1446
2007,"WEST BENGAL","BURDWAN",1754.8
2008,"WEST BENGAL","BURDWAN",1638.3
2009,"WEST BENGAL","BURDWAN",1296.6
2010,"WEST BENGAL","BURDWAN",989.2
2011,"WEST BENGAL","BURDWAN",1517.6
2012,"WEST BENGAL","BURDWAN",1276.6
2013,"WEST BENGAL","BURDWAN",1535.5
2014,"WEST BENGAL","BURDWAN",1134.4
2015,"WEST BENGAL","BURDWAN",1546.5
2000,"WEST BENGAL","BIRBHUM",2015
2001,"WEST BENGAL","BIRBHUM",1338
2002,"WEST BENGAL","BIRBHUM",1522
2003,"WEST BENGAL","BIRBHUM",1172
2004,"WEST BENGAL","BIRBHUM",1464
2005,"WEST BENGAL","BIRBHUM",1206
2006,"WEST BENGAL","BIRBHUM",1605
2007,"WEST BENGAL","BIRBHUM",1712.4
2008,"WEST BENGAL","BIRBHUM",1399.3
2009,"WEST BENGAL","BIRBHUM",1238.6
2010,"WEST BENGAL","BIRBHUM",1023.9
2011,"WEST BENGAL","BIRBHUM",1544
2012,"WEST BENGAL","BIRBHUM",1052.8
2013,"WEST BENGAL","BIRBHUM",1374.3
2014,"WEST BENGAL","BIRBHUM",1144.4
2015,"WEST BENGAL","BIRBHUM",1659.2
2000,"WEST BENGAL","BANKURA",1235
2001,"WEST BENGAL","BANKURA",1323
2002,"WEST BENGAL","BANKURA",1437
2003,"WEST BENGAL","BANKURA",1306
2004,"WEST BENGAL","BANKURA",1208
2005,"WEST BENGAL","BANKURA",1161
2006,"WEST BENGAL","BANKURA",1313
2007,"WEST BENGAL","BANKURA",1814.6
2008,"WEST BENGAL","BANKURA",1557.9
2009,"WEST BENGAL","BANKURA",1300.1
2010,"WEST BENGAL","BANKURA",1040.6
2011,"WEST BENGAL","BANKURA",1880.6
2012,"WEST BENGAL","BANKURA",1350.7
2013,"WEST BENGAL","BANKURA",2140.5
2014,"WEST BENGAL","BANKURA",1075.5
2015,"WEST BENGAL","BANKURA",1127.2
2000,"WEST BENGAL","HOOGHLY",1530
2001,"WEST BENGAL","HOOGHLY",1197
2002,"WEST BENGAL","HOOGHLY",1361
2003,"WEST BENGAL","HOOGHLY",1114
2004,"WEST BENGAL","HOOGHLY",1116
2005,"WEST BENGAL","HOOGHLY",1171
2006,"WEST BENGAL","HOOGHLY",1129
2007,"WEST BENGAL","HOOGHLY",1759.7
2008,"WEST BENGAL","HOOGHLY",1424.3
2009,"WEST BENGAL","HOOGHLY",1156
2010,"WEST BENGAL","HOOGHLY",1033.5
2011,"WEST BENGAL","HOOGHLY",1485.2
2012,"WEST BENGAL","HOOGHLY",1089.8
2013,"WEST BENGAL","HOOGHLY",1365.3
2014,"WEST BENGAL","HOOGHLY",1114.4
2015,"WEST BENGAL","HOOGHLY",1549.1
2000,"WEST BENGAL","HOWRAH",1465
2001,"WEST BENGAL","HOWRAH",1308
2002,"WEST BENGAL","HOWRAH",1385
2003,"WEST BENGAL","HOWRAH",1287
2004,"WEST BENGAL","HOWRAH",1365
2005,"WEST BENGAL","HOWRAH",1583
2006,"WEST BENGAL","HOWRAH",1513
2007,"WEST BENGAL","HOWRAH",2077.7
2008,"WEST BENGAL","HOWRAH",1707.5
2009,"WEST BENGAL","HOWRAH",1307.3
2010,"WEST BENGAL","HOWRAH",1244.9
2011,"WEST BENGAL","HOWRAH",1462.5
2012,"WEST BENGAL","HOWRAH",1205.9
2013,"WEST BENGAL","HOWRAH",1854.9
2014,"WEST BENGAL","HOWRAH",1232.3
2015,"WEST BENGAL","HOWRAH",1690.4
2000,"WEST BENGAL","JALPAIGURI",3733
2001,"WEST BENGAL","JALPAIGURI",3205
2002,"WEST BENGAL","JALPAIGURI",3232
2003,"WEST BENGAL","JALPAIGURI",3818
2004,"WEST BENGAL","JALPAIGURI",3897
2005,"WEST BENGAL","JALPAIGURI",3051
2006,"WEST BENGAL","JALPAIGURI",3017
2007,"WEST BENGAL","JALPAIGURI",3507.8
2008,"WEST BENGAL","JALPAIGURI",3559.3
2009,"WEST BENGAL","JALPAIGURI",3137.8
2010,"WEST BENGAL","JALPAIGURI",4146.2
2011,"WEST BENGAL","JALPAIGURI",3035.1
2012,"WEST BENGAL","JALPAIGURI",3820.8
2013,"WEST BENGAL","JALPAIGURI",3472.7
2014,"WEST BENGAL","JALPAIGURI",3055.1
2015,"WEST BENGAL","JALPAIGURI",3370.6
2000,"WEST BENGAL","DARJEELING",3123
2001,"WEST BENGAL","DARJEELING",2727
2002,"WEST BENGAL","DARJEELING",2636
2003,"WEST BENGAL","DARJEELING",3382
2004,"WEST BENGAL","DARJEELING",2804
2005,"WEST BENGAL","DARJEELING",2466
2006,"WEST BENGAL","DARJEELING",3015
2007,"WEST BENGAL","DARJEELING",3285.3
2008,"WEST BENGAL","DARJEELING",3316.1
2009,"WEST BENGAL","DARJEELING",3009.1
2010,"WEST BENGAL","DARJEELING",3538.6
2011,"WEST BENGAL","DARJEELING",3338.5
2012,"WEST BENGAL","DARJEELING",2969.5
2013,"WEST BENGAL","DARJEELING",2970.5
2014,"WEST BENGAL","DARJEELING",2943.4
2015,"WEST BENGAL","DARJEELING",2930.1
2000,"WEST BENGAL","MALDA",1500
2001,"WEST BENGAL","MALDA",1557
2002,"WEST BENGAL","MALDA",1281
2003,"WEST BENGAL","MALDA",1644
2004,"WEST BENGAL","MALDA",1895
2005,"WEST BENGAL","MALDA",1556
2006,"WEST BENGAL","MALDA",1329
2007,"WEST BENGAL","MALDA",1554.1
2008,"WEST BENGAL","MALDA",1503.4
2009,"WEST BENGAL","MALDA",1325
2010,"WEST BENGAL","MALDA",1189.8
2011,"WEST BENGAL","MALDA",1395.2
2012,"WEST BENGAL","MALDA",891.3
2013,"WEST BENGAL","MALDA",1237.6
2014,"WEST BENGAL","MALDA",1303.4
2015,"WEST BENGAL","MALDA",1538.9
2000,"WEST BENGAL","COOCH BEHAR",2961
2001,"WEST BENGAL","COOCH BEHAR",2526
2002,"WEST BENGAL","COOCH BEHAR",2786
2003,"WEST BENGAL","COOCH BEHAR",3191
2004,"WEST BENGAL","COOCH BEHAR",3058
2005,"WEST BENGAL","COOCH BEHAR",5007
2006,"WEST BENGAL","COOCH BEHAR",2149
2007,"WEST BENGAL","COOCH BEHAR",2420.3
2008,"WEST BENGAL","COOCH BEHAR",2830.6
2009,"WEST BENGAL","COOCH BEHAR",2316.1
2010,"WEST BENGAL","COOCH BEHAR",3338.9
2011,"WEST BENGAL","COOCH BEHAR",2627.8
2012,"WEST BENGAL","COOCH BEHAR",3354.3
2013,"WEST BENGAL","COOCH BEHAR",2445.6
2014,"WEST BENGAL","COOCH BEHAR",2419.5
2015,"WEST BENGAL","COOCH BEHAR",2699.7
2000,"WEST BENGAL","PURULIA",1033
2001,"WEST BENGAL","PURULIA",1434
2002,"WEST BENGAL","PURULIA",1383
2003,"WEST BENGAL","PURULIA",1253
2004,"WEST BENGAL","PURULIA",1214
2005,"WEST BENGAL","PURULIA",1045
2006,"WEST BENGAL","PURULIA",1276
2007,"WEST BENGAL","PURULIA",1783.8
2008,"WEST BENGAL","PURULIA",1383.4
2009,"WEST BENGAL","PURULIA",1165.8
2010,"WEST BENGAL","PURULIA",901.3
2011,"WEST BENGAL","PURULIA",1763.3
2012,"WEST BENGAL","PURULIA",1400.9
2013,"WEST BENGAL","PURULIA",1781.1
2014,"WEST BENGAL","PURULIA",1026.7
2015,"WEST BENGAL","PURULIA",1208.7
2000,"WEST BENGAL","MIDNAPUR",1381
2001,"WEST BENGAL","MIDNAPUR",1561.5
2002,"WEST BENGAL","MIDNAPUR",1724
2003,"WEST BENGAL","MIDNAPUR",796.8
2004,"WEST BENGAL","MIDNAPUR",1447.5
2005,"WEST BENGAL","MIDNAPUR",1936.5
2006,"WEST BENGAL","MIDNAPUR",1569.5
2007,"WEST BENGAL","MIDNAPUR",2264.9
2008,"WEST BENGAL","MIDNAPUR",1904.9
2009,"WEST BENGAL","MIDNAPUR",1320.7
2010,"WEST BENGAL","MIDNAPUR",1412.8
2011,"WEST BENGAL","MIDNAPUR",1490.8
2012,"WEST BENGAL","MIDNAPUR",1349.1
2013,"WEST BENGAL","MIDNAPUR",2053
2014,"WEST BENGAL","MIDNAPUR",1451.8
2015,"WEST BENGAL","MIDNAPUR",1550.1
2012,"WEST BENGAL","KOLKATA",1668.6
2013,"WEST BENGAL","KOLKATA",2445.3
2014,"WEST BENGAL","KOLKATA",1431.1
2015,"WEST BENGAL","KOLKATA",1865.3
2000,"WEST BENGAL","WEST DINAJPUR",1705
2001,"WEST BENGAL","WEST DINAJPUR",1957.5
2002,"WEST BENGAL","WEST DINAJPUR",1775
2003,"WEST BENGAL","WEST DINAJPUR",1784
2004,"WEST BENGAL","WEST DINAJPUR",1559
2005,"WEST BENGAL","WEST DINAJPUR",1868
2006,"WEST BENGAL","WEST DINAJPUR",1208.5
2007,"WEST BENGAL","WEST DINAJPUR",1564.9
2008,"WEST BENGAL","WEST DINAJPUR",1229.1
2009,"WEST BENGAL","WEST DINAJPUR",1146.7
2010,"WEST BENGAL","WEST DINAJPUR",1448
2011,"WEST BENGAL","WEST DINAJPUR",1596.5
2012,"WEST BENGAL","WEST DINAJPUR",1317.5
2013,"WEST BENGAL","WEST DINAJPUR",1375.2
2014,"WEST BENGAL","WEST DINAJPUR",1343
2015,"WEST BENGAL","WEST DINAJPUR",1140.1
2000,"BIHAR","CHAMPARAN",1407
2001,"BIHAR","CHAMPARAN",1696.1
2002,"BIHAR","CHAMPARAN",1362.4
2003,"BIHAR","CHAMPARAN",1505.2
2004,"BIHAR","CHAMPARAN",1192.8
2005,"BIHAR","CHAMPARAN",1128.5
2006,"BIHAR","CHAMPARAN",1173.6
2007,"BIHAR","CHAMPARAN",2060.3
2008,"BIHAR","CHAMPARAN",1473.6
2009,"BIHAR","CHAMPARAN",1265.8
2010,"BIHAR","CHAMPARAN",1477.5
2011,"BIHAR","CHAMPARAN",1452.4
2012,"BIHAR","CHAMPARAN",1230.1
2013,"BIHAR","CHAMPARAN",1266.4
2014,"BIHAR","CHAMPARAN",1261.6
2015,"BIHAR","CHAMPARAN",1021.7
2000,"BIHAR","MUZAFFARPUR",1120.1
2001,"BIHAR","MUZAFFARPUR",1284
2002,"BIHAR","MUZAFFARPUR",1118
2003,"BIHAR","MUZAFFARPUR",986.8
2004,"BIHAR","MUZAFFARPUR",1223.9
2005,"BIHAR","MUZAFFARPUR",1008
2006,"BIHAR","MUZAFFARPUR",1232.1
2007,"BIHAR","MUZAFFARPUR",2624.8
2008,"BIHAR","MUZAFFARPUR",1830.3
2009,"BIHAR","MUZAFFARPUR",981.1
2010,"BIHAR","MUZAFFARPUR",837.1
2011,"BIHAR","MUZAFFARPUR",1385.2
2012,"BIHAR","MUZAFFARPUR",1017.4
2013,"BIHAR","MUZAFFARPUR",918.1
2014,"BIHAR","MUZAFFARPUR",1043.6
2015,"BIHAR","MUZAFFARPUR",606
2000,"BIHAR","DARBHANGA",687.2
2001,"BIHAR","DARBHANGA",922.9
2002,"BIHAR","DARBHANGA",683
2003,"BIHAR","DARBHANGA",822.4
2004,"BIHAR","DARBHANGA",1072.1
2005,"BIHAR","DARBHANGA",575.7
2006,"BIHAR","DARBHANGA",948.4
2007,"BIHAR","DARBHANGA",1693
2008,"BIHAR","DARBHANGA",947.7
2009,"BIHAR","DARBHANGA",844.4
2010,"BIHAR","DARBHANGA",788.5
2011,"BIHAR","DARBHANGA",1262.4
2012,"BIHAR","DARBHANGA",1055.8
2013,"BIHAR","DARBHANGA",785
2014,"BIHAR","DARBHANGA",1146.2
2015,"BIHAR","DARBHANGA",863.2
2000,"BIHAR","SAHARSA",1096.3
2001,"BIHAR","SAHARSA",1168.4
2002,"BIHAR","SAHARSA",732.2
2003,"BIHAR","SAHARSA",982.8
2004,"BIHAR","SAHARSA",1579.9
2005,"BIHAR","SAHARSA",843.2
2006,"BIHAR","SAHARSA",973.4
2007,"BIHAR","SAHARSA",1346.1
2008,"BIHAR","SAHARSA",1061.5
2009,"BIHAR","SAHARSA",931.4
2010,"BIHAR","SAHARSA",1121.2
2011,"BIHAR","SAHARSA",1360.8
2012,"BIHAR","SAHARSA",655.9
2013,"BIHAR","SAHARSA",1189.1
2014,"BIHAR","SAHARSA",519
2015,"BIHAR","SAHARSA",785.8
2000,"BIHAR","PURNEA",1699.9
2001,"BIHAR","PURNEA",1576.2
2002,"BIHAR","PURNEA",941
2003,"BIHAR","PURNEA",1654
2004,"BIHAR","PURNEA",1955.7
2005,"BIHAR","PURNEA",1892.2
2006,"BIHAR","PURNEA",1440
2007,"BIHAR","PURNEA",1895.3
2008,"BIHAR","PURNEA",2042.2
2009,"BIHAR","PURNEA",1770.4
2010,"BIHAR","PURNEA",2092
2011,"BIHAR","PURNEA",2302.3
2012,"BIHAR","PURNEA",846.6
2013,"BIHAR","PURNEA",1441.6
2014,"BIHAR","PURNEA",1113.1
2015,"BIHAR","PURNEA",745.7
2000,"BIHAR","SARAN",816.5
2001,"BIHAR","SARAN",1142
2002,"BIHAR","SARAN",953.8
2003,"BIHAR","SARAN",1144.2
2004,"BIHAR","SARAN",522.1
2005,"BIHAR","SARAN",202.8
2006,"BIHAR","SARAN",530
2007,"BIHAR","SARAN",1111.6
2008,"BIHAR","SARAN",762.8
2009,"BIHAR","SARAN",218.4
2010,"BIHAR","SARAN",800.1
2011,"BIHAR","SARAN",1211.2
2012,"BIHAR","SARAN",846.1
2013,"BIHAR","SARAN",921.8
2014,"BIHAR","SARAN",920.1
2015,"BIHAR","SARAN",683.3
2000,"BIHAR","PATNA",915
2001,"BIHAR","PATNA",823.8
2002,"BIHAR","PATNA",916.6
2003,"BIHAR","PATNA",744.8
2004,"BIHAR","PATNA",818.9
2005,"BIHAR","PATNA",932.9
2006,"BIHAR","PATNA",1020.1
2007,"BIHAR","PATNA",1761.2
2008,"BIHAR","PATNA",1667
2009,"BIHAR","PATNA",815.6
2010,"BIHAR","PATNA",771.8
2011,"BIHAR","PATNA",1161.9
2012,"BIHAR","PATNA",933
2013,"BIHAR","PATNA",917.7
2014,"BIHAR","PATNA",1090.3
2015,"BIHAR","PATNA",608.8
2000,"BIHAR","MUNGAIR",1179.4
2001,"BIHAR","MUNGAIR",1220.5
2002,"BIHAR","MUNGAIR",835.8
2003,"BIHAR","MUNGAIR",-1
2004,"BIHAR","MUNGAIR",727.5
2005,"BIHAR","MUNGAIR",658.8
2006,"BIHAR","MUNGAIR",592.5
2007,"BIHAR","MUNGAIR",1576
2008,"BIHAR","MUNGAIR",1525.1
2009,"BIHAR","MUNGAIR",1219.2
2010,"BIHAR","MUNGAIR",1891.7
2011,"BIHAR","MUNGAIR",617.8
2012,"BIHAR","MUNGAIR",921.4
2013,"BIHAR","MUNGAIR",981.9
2014,"BIHAR","MUNGAIR",1325
2015,"BIHAR","MUNGAIR",1103.9
2000,"BIHAR","BHAGALPUR",918.4
2001,"BIHAR","BHAGALPUR",1022.8
2002,"BIHAR","BHAGALPUR",-1
2003,"BIHAR","BHAGALPUR",-1
2004,"BIHAR","BHAGALPUR",1147.6
2005,"BIHAR","BHAGALPUR",1192
2006,"BIHAR","BHAGALPUR",1305.7
2007,"BIHAR","BHAGALPUR",1499.5
2008,"BIHAR","BHAGALPUR",1110.1
2009,"BIHAR","BHAGALPUR",1495
2010,"BIHAR","BHAGALPUR",765.2
2011,"BIHAR","BHAGALPUR",1264.5
2012,"BIHAR","BHAGALPUR",772.4
2013,"BIHAR","BHAGALPUR",1294.7
2014,"BIHAR","BHAGALPUR",1178.8
2015,"BIHAR","BHAGALPUR",1253.5
2000,"JHARKHAND","SANTHAL PARAGANA / DUMKA",1706.8
2001,"JHARKHAND","SANTHAL PARAGANA / DUMKA",1327
